tweet,hate
 @E: @E كل سنة وانت طيب يا كبسة يا كبير وعقبال 100 سنة واشوفكوا بتفهموا ❤️❤️,1
يا اهلاوي يا عره يا معرص احنا بنكسب بي التحكيم لو تعرف تكسب زاينا ابقا اكسب يا <>ابو خمسه ياكلب 😒😒<>#الزمالكحسنيهاغادير,1
@E @E @E يا طحلب يا ضفدع🐸🐸🐸🐸🐸 .. فريقك في افضل مستوياته حقق 4 بطولات اخر 10 سنين <> والاتحاد في اسوء مستوياته حقق 4 بطولات <>ههههههههههههههههههههههههه شفت يا صغير جدة,1
 @E: هو الزبالك كدة..لازم يا تفويت يا تحكيم..<>امال يعني هياخد المركز التاني بمجهوده.؟! #اسماعيليهيفوتللمختلط,1
القمممممممم يا خدمي يا وضيع يا هابط يا ابن الكلب<> #الاتحادالنصر,1
@E @E @E هلا انت عشان تشرح وجهة نظرك طبعا لازم تهاجم المسيحية يا مسكين يا تابع محمد و عمر بن الخطاب و ابو لهب 😂😂😂 بتوقع كنت يا زبالة الاسلام تشرح بدون ما تهاجم. كلمة زيادة لأمسح الارض فيم و في الي بتتبعه. اشرح بأدب يلا اقلب,1
@E خسئتم يا مداخلة يا كلاب أهل الدنيا 🌿,1
@E لعنه الله عليك يا سلفي يا متحوث من انت حتى تحرم وتحلل,1
@E لعنك الله يا حسن زميره يا ابو نص لسان يا شحاذ يا مطية الفرس الانجاس.,1
 @E: طبعا قدها وتقدر تعملها وتخسر تأنى ان شاء الله خمسة كمان يا نادى الدولة يا واسعة #قدهاياأهلى,1
@E يا مصري يا ابو بيضه يا طعميه 🤣🤣🤣🤣🤣🤣🤣🤣,1
@E @E @E يا اخوية يا ابويزن مو كتلك اترك سالفة زعيم الامة الكردية وخلي علاقتك بيه بدون ما تمجد لان هذا عميل صهيوني مو زعيم وطني لشوكت تبقى حامي كلش ورايح زايد يمعود انت هسه تمجدبمسعور دائماً بس هوذكرك فديوم بكلامة حتى ان,1
@E @E مفبرك اجل ، يالله صباح خير ، انت يا مطبل يا مسكين بس تتكلم كذا ومصدق إعلام مصر والسعودية <>وتبي تقنعني انه ال سلول مب داعسينكم دعس فقر وبطاله وظايف سوبرماركت وذل ومملكه شبوك وما تعترف انه وضعكم صاير من أسوا لين أسوا .,1
"@E , أنتم يا خونه خدامين الصهيونية و الماسونية العالمية ويستخدمونكم فى تدمير الأوطان وتدمير الإنسانية<>يا عبيد المال والنساء. يا خوارج يا خرفان يا ولاد جهاد النكاح",1
 @E: #يسقطحكمتميم ليش دائما هاشتاقات ضد قطر ايش عاملة لدينكوا قطر وليش حارقة دمكوا اخرسوا يا سعوديين يا كلاب اسرائيل يا مر…,1
@E هو المرشد قال مش حنترشح للرئاسة وهوب فى يوم وليله الاستبن ظهر ولا كان له فى اي حاجه شمال يمين يا نحكم يا نحرق ولا نسيت يا عم الشيخ,1
القموا يا جمهور البلاستيك يا يهود يا عنصريين ,1
 @E: ارجعي يا وسخة يا بتاعة البليلة<>#للخلفدرريازمالك,1
أنت وامثالك وحكامك وعلمائك الزنادقه خنازير دمرتم ومزقتم دول جوار بتحشيد الاف الارهابيين دواعش ومليشيات جنجويل الاجراميه وإرسالهم لقتل اطفال اليمن والعراق وسوريا انتم ابوالاٍرهاب الله يمحيكم من الارض يا سعوديه يا قتله المسلمين يا مجرمين يامنافقين ياجبناء ياغدارين كذابين لعنكم الله ,1
@E @E والله مو التافه الا انت واشكالك يا الخونه يا مطية الفرس اجل ما شفت الخير الا من ايران المجوسيه شوف شعبك وين يعمل الان اكثر من خمسه مليون نسمه متواجدين فى السعوديه ولهم كل التقدير والاحترام ويصرفون على عوائلهم فى اليمن وفى الخير ت,1
قولهم يا تريكه قولهم يا شوبير تاريخنا كله جي بالتزوير,1
قولوا #صدارهبس يا عمرييي يا الاتحاد فوزك ع صغير الرياض 😍💛💛💛💛,1
 @E: يا بهايم يا بهايم لما الاهلي بيركب مش بينزل والله <>#للخلفدرريازمالك,1
يالله اللحين يا فقراري يا ظريف يا ملك التلاعب بالألفاظ اقعد قول حمدالله,1
@E @E حضارة التأمر على الشعوب الحرة و الركوع تحت نعال ايفانكا و نتنياهو لا نريدها يا اعراب يا سلالة مسيلمة الكذاب,1
@E @E @E @E الخيانه والغدر والعماله من خصالكم نحن من حارب الخونه ودواعش والعملاء ودعسنا راسكم ودحرنا اسيادكم الصهاينه والارهبيين تضح جيد من ساعد الدواعش وصهاينه ومن حاربهم لا تزايد علينا تاريخكم يتكلم عن غدركم وخيان,1
ع فكرة هي الحركة تعتبر نقطة لصالح أمير قطر مو العكس يا اذكياء يا عبيد امريكا وترامب 😏😏 #ترمبيرفضاستقبالتميم,1
يا مانشستر يا ابن الوسخة يعني اروح اضحك على بتوع جاساما السبب اجي الاقيك لبست التعادل,1
يا تعاون يا زق شف لك حل عاد عثرتنا و فزت علينا سكتنا الحين دور الهلال تفوز عليهم يالزق سمعت ؟!!!! <>و بعدين انت يا الشباب شف لك صرفه رئيسكم يقول ما احد ياخذنا رايح جاي صحيح النصر اخذكم بس عاد الهلال لا ياخذكم وش ذا العار ؟؟؟ كل الجيران يصقعونك و يمشون ؟ <>الاتفاق كل زق,1
@E نفس الحركات والرفس فعلها جيش السيسي في بدو سيناء <>وفعلها جيش بشارالكافر العلوي في اهل سورية ...<>الله يرحمك يا شهيد يا اديب ياعالم <>ياسيد قطب اقسم بالله صدقت ,1
@E يا حمار يا ثور يا طاقيه،، سامي إبن النادي الوضيع،، و الأسطوره ماجد لاينتمي له،، ولاكن حضور ماجد من دافع وطني وليس تكشيخ زي باقابر حقك.,1
@E حال أم الدنيا أفضل من حال عبيد الرقلة ولد موزة الشريفة العفيفة.<>لا تتحدث عن أم الدنيا يا وجه البرص يا عبد يا تربية المعيز.,1
ربنا يحرقك في نار جهنم يا اخوانجي يا ارهابي .. أمين ,1
@E هذا ذنب مصر يا تركيا يا أوسخ البشر أنتم وقطر الوسخه وإيران الزبالة يا عبيد لإسرائيل أخذكم الله أخذ عزيز مقتدر يااااااااااااااااااااااااااااااارب العالمين آمين,1
@E @E مين قال كلمة راجل؟ يا دي المصيبة يا معاذ انت ما تعبتش من الكدب؟ مالك انت ومال الرجالة ؟ انت كده مستقبلك بقي في خطر .. خليفة الشواذ يقول ايه دلوقتي؟ مرشدك يعمل ايه؟ يشق هدومه؟,1
@E عليكي لعنه الله ي يهوديه يا خبيثه يا عدوه الاسلام اسال الله ان يعجل في هلكيك ي فاسده,1
@E ينزعوا قادتهم ازاي؟؟ اغتيالهم مثلا؟؟ خلافكم مع جيوش عربية لبستكم نقاب امكم مش كفاية اديكم اللي تتشل ملوثة بدماء اطهار مصر ضباط مصر شرفاء مصر لازالت كلابكم تنبح ضد جيوش العرب يا بقر يا خرفان شعوب العرب داستكم بالجزم قبل بيادات الجيوش,1
@E @E @E بس يا عرص احنا في نص النهائي و انت بره بالخمسة يا جزء من النظام يا نادي ولاد الحرام و اسأل ازارو,1
@E 😁😁😁 يعني العلويه اللي فكحتها كبيره وتنشب في الفتحه يثبت عليها الزنى واللي فكحتها صغيره ويسهل عبورها بريئه لعنة الله عليكم يا علوية سوريا الانجاس يا كفار يا مشركين والله من العار ان تحكمون الأغلبيه السنيه لعقود,1
@E يا محرر يا بهيم<>انشر خبر عن #اماماوغلوالمجد<>ولا بسطار العصملي داعس على اصابعك مثل ما يدعس على شوارب عزمي و خميم,1
@E @E على هذا الوجه اللعنة إلى يوم الدين يا أولاد المتعة يا مجوس يا أعداء الإسلام والمسلمين من الذى ردكم عن تحرير فلسطين هل السعودية منعتكم والا كلامكم كلو كذب ودجل يا جبناء أنتم لستم رجال حروب بس شاطرين فى بيع الكلام,1
@E @E @E هذه حقيقة يا وهمي يا مريض يا تافه يا آمعة صار لولا بنغازي ههههههههههههههههههههههه ما صح وجهك يا شلافطي ولله حتعيشو ايام سوده يا خونة يا عملاء بعتو البلاد بالرخيص العار اطول من العمر يا سذج يا زمزاكة قطر و تركيا و بر,1
 @E: @E @E @E @E تصبحون على خير يا صفويين يا قرامطة يا عيال المتعة ,1
@E يا راجل يا عرص ، يا كلب موزه,1
@E @E @E ما تضحك خذلك تفله على وجهك وحرك من هنا يا مهان يا خادم الفرس الأجرب 🤣💦,1
 @E: صباحيه مباركة يا عروسه @E <>اخبارك ايه ياللي مبتنزلش من الصداره يا مركز تالت يا وحش أفريقيا يا بتاع الخمسه يا حصاله ال…,1
@E اذا كان تحت الاقامه الجبريه كيف يقدر يتكلم حتى ما اقدر يجيب خطاب لابناء الشعب اليمني عن قتل والديه انتم يا عيال موزه و يا حريم السلطان يا عيال اردوغان يا عيال مسعده تشنون حمله رد السفير احمد علي لانك ما امراض النفوس احمد علي مايفكر فيكم ولا ,1
@E يعني نهبط عشانكم يا جحلط يا معاتيه ابو اللي علمكم كورة يبغانا نعطيه ثلاث نقاط الترشيحي <>خلاص لا تصيح بقي شوي صياح لكاس الملك 🤣😂,1
@E @E بس يا عبد البياده يا مصري انت مبتمثلش المصريين الاحرار انت بتمثل سيدك السيسي,1
رجع قلبى يا اسبانى يا حقير انت ,1
الحجة بالحجة يا همجي يا رعاع القادم ادهى وامر لك وعد القادم ادهى وامر يا مخلفات التجنيس المواليد بيننا التغريدات ولست فقط انت كل من هو على شاكلتك #خلاياعزمي #تنظيمالحمدين <>@E <>مجنس بالمواليد يشتم ويزيد اصله وفصله <>@E <>@E <>@E <>@E,1
@E @E ياخي ما تعرف تسولف انت ؟ قل يا سعودي يا اعرابي ترعى الغنم و تشرب بول البعير و اذا شفت سرا تقول وش هالفوضى و الخ الخ .. رح تعلم كيف تسولف و تعال بعدين ، و لا تستشهد ب أنبياء الله و رسله بحوار تافه .. يعني إذا جيت أبغا اسقط على مصري ,1
@E بص يا عيسى يا صاحبى انا متفرجتش عالمسلسل بس كسم اسبانيا,1
@E هههههههههه عود صدك والله لنعل ابوكم لأبو مجلس علماء باكستان لأبو ولي عهدكم يا دجله يا خونه يا ارهاب,1
@E خلاص انتهيتوو يا حوثه يا مجوس الى مزبلة التاريخ لا تلعبو في حارات السقايين الماء يجري من تحتكم خلاص الى المحرقه,1
 @E: @E السعودية حارقة قلوبكم يا اخونجية يا مرتزقة من ايام الربيع العربي والى الان وانتم تتامرون عليها وتحاولون زع…,1
Mood: يا خيبتك يا فرنسا، يا وكستك يا فرنسا,1
رساله البرهان الثعبان واضحه <>- يا ثوار يا أبطال ……أنتم مَش عارفين أنتم نور عنيه و لا أيه…؟<>- ألف ألف ألف شكر علي… صمودكم و ثورتكم …اللى جاءت بقائد عظيم زي جنابي العالي …!<>- دلوقتي كل سوداني يفتح فمه كل صباح …عشان العسكر. يعمل فيه ( پي پي )<>و كل ثوره و أنتم طيبين,1
@E دى مش قنوات الاخوان دى قنوات الأحرار يا عبيد البياده يا من تخونون دينكم واوطانكم,1
@E @E أحب أن أذكر يا طحلبي في عام 1408كان فريقك أبو ثلاثه دوري وآسيا صفر يصارع على الهبوط لولا الله ثم بنو قادس التي فتحت الملعب أمام لاعبي الطحالب وفاز أضعف فريق وهو ناديك الوضيع الأهلي ولا أحد يعرف كم دفع الأهلي للقادسيه من ملايين حتى يبقى صغ,1
إيطاليا كلهااااا شمتاااااااانه يا يوفي يا كلبة 😜😜😜😜😜🙌<>#C #JuveAjax @E,1
@E @E @E يا أما أنت غبي يا أما أنك تتغبى ، الإسلام بريء منك ومن أمثالك هذا إذا كنت مسلم وغيرت دينك للهندوسية,1
@E ازاي يا حيوان يا عديم الوطنية يا صهيوني تشجع برشلونة انت اتهبلت ولا ايه ؟!,1
#جعلمايهايطغيركيالشامخ<>طوال الاسبوعين الي راحت الهلال راح للفيفا يشكك في الاتحاد السعودي بمجرد فاز الاتحاد على النصر اختفت جميع احتجاجات الهلال والله قلنا لكم ماعندهم الا الصياح فقط 😂😂😂😂 يا افوز يا دوريكم فيه فساد 😂😂😂😂,1
@E @E ههههه شكلك متأثر ب قناة العبرية المتحدة وقنوات آل سعود وتحريفهم التاريخ ووقوفهم إلى جانب المحتل والمستعمر والصليبيين والصهاينة ضد التاريخ العثماني المشرف يا قومجي يا بعثي يا شيوعي,1
@E @E @E رحم ابوك <>يعجبني العقول النظيفه<>نعم، <>تحت اشراف سعودي خليجي<>وبقيادة السعودية الافعى الكبرى<>👈 الدنبوع والحوثي واللص لاح<>يعدون للانفصال وبدء تنفيذ الاقاليم ويعدون لانشاء اليمن الاتحادي<><,1
@E يا جبهة نهم يا أوقفتم المهازل<>بدون نهم لن نتحرر ابدا من رجس الحوثي<>كلمة وعشر سواء تسقط كل البلدان اذا سقطت العاصمة<>الحوثي اسقط صنعاء وما تم بعدها كان رتوش وفي ايام كان وصل لعدن<>تجميد جبهة نهم هي اكبر خيانة ومن يقف خلف ايقافها هو عدوك,1
أكيد مش أكبر من الصفر اللي طلع بيه الأهلي يا ابو خمسه يا خرم ,1
رسميا اعتزال لاعبنا السابق ( يوسي بن عيون ) كرة القدم نهائيا .. <>حظا موفقا وأنت في طريقك إلى الجحيم يا محتلين يا قتلة الأطفال ,1
which is more ticklish: your ribs or your feet? — شايف الاسئله يا خليجي يا معفن 😂😂<>والله هوا معملتش مقارنة بس ممكن نبقى نشوف الموضوع ده بعدين يعني ﹡نظره حمدي الوزير﹡ ,1
@E بس يا عيلاء يا متعصب انت واخد زي ما بتاخد علي طول علي الجريشه والبنا ولو راجل لو بقي خلي كلب النظام الخطيب يطالب بحكام أجانب لكل ماتشتا الدوري له وللزمالك ولبيرميدز وشوف الأهلي هيخلص في المركز الكام,1
"@E @E ولماذا تاخذ عقول اهل دول 🤔المقاطعة والكل يعلم انها ما تأتي الا بكل كذب وتدليس وفتن ""احرقكي الله يا جزيرة يا خنزيرة "" حتى كلامك بدأ بكذبة ""الحصار"" ليش بابا عندكم تركيا و عندكم ايران اموركم طيبة",1
 @E: يا سلفى يا أهبل يا عبيط الدولة المدنية بتضمن حرية الإعتقاد والعبادة وتمنع فرض عقيده أو عبادة معينه عليك وعلى غيرك .. و أ…,1
تكفى يا بيب يا اعظم مدرب الدوري هالسنه لا يروح عليك اهم من الابطال الدوري لا يروح لكلاب ليفربول,1
@E وانت يا بغل يا ابن البغل مال امك ومال مصر ؟ انت من قطيع الخرفان والخونة والماجورين اللي مش وراهم الا تدمير وخراب البلاد والعباد ...🚫,1
@E الى جهنم يا اعداء الاسلام يا خونه يا عملاء يا من ولاءكم للعجم وايران,1
@E @E يفضح عرضك يا عزمي يا حمار<>خلاااص ياغبي<>عارفين جرايدك و جمعياتك و تنظيماتك<>خلاص يا بهيم يا صهيوني<>انا شبه متأكد ان اسرائيل طردتك من ثوارتك<>يلعن شواربك اللي كأنها كوع صرف صحي<>يا حمار يا ابن الحمير,1
@E اكيد انت فلس طيني ركز على الكضية والأرض المحتلة يا متملق يا مرتزق المهم بدك تحكي وبدك تقبض صح ولا؟,1
 @E: يا زبالك يا هايجة يا بتاع الخلايجة تحية الى كل بلاص زمالكاوى حكام حلال ليهم حرام لغيرهم مخرجيين حلال ليهم حرام لغيرهم اي…,1
@E يابو 5 🤣😂🤣😂🤣😂🤣😂🤣😂🤣 يا ذبيحة التعاون🤣😂🤣😂🤣😂 يا كداد اسيا 🤣😂🤣😂🤣😂 يا حمير آسيا 🤣😂🤣😂🤣🤣😂 يا وحيد القرن🤣😂🤣😂🤣😂,1
يا صيني يا زق خلص مع الحب بسرعة قلبي ناغزني الكل صار يبغاه 💔 ,1
واطي واطي يا حراميه الساعات يا نادي ماجده المبادئ 😂😂😂😂😂 ,1
@E @E انت وش دخلك الحين صار جمهور الاتحاد ارقى بعد سالفة نيجيريا يا طاقيه يا وضيع مالك دخل السالفه بين صغير جده و النصر لا تتدخل,1
مبروك للهلاليين <>هذي جزاتك يا انبطاحي يا أهلي <>تنبطح في الدوري للهلال وفي الأخير آوت وتستاهل الآوت #الهلالوالاهلي,1
@E المفروض يفتحون لك الباب ويحتفلون معاك بالفوز يا الفقراوي يا فار نجد ,1
@E قطر يا اخو الكلب يا ابن العميل تفو عليك,1
#الهلالوالاهلي<>#كاسزايدللانديهالابطال <>ما قلت هالكلام الا لمعرفتي بشخصية الهلال العظيمة مقابل نادي لا يملك اي شخصية سواء انه حمار بسرج مذهب <>مبروك يا زعيم مبروك يا فخر العرب ,1
التعليق الاول خضير من العراق<>هذا عمر ابن الخطاب اغتصب الخلافه ولا يستحقها وانتم السنه نواصب<>وجاء الرد من فيصل من السعوديه<>اكيد سيدنا عمر احق وانت يا عراقي يا رافضي يا كافر أشد عداء لأهل السنه من اليهود<>تبسمت ميريا وشربت كأسها الثاني<>تعليق آخر من شاب مصري<>ودي بدها كلام هذا,1
@E انشاء الله هتتغلبو ٥ زيهم يا اهلاوي يا منافق يا حرامي.. يا ابو دم زنخ,1
@E @E يا مزارع يا فلاح ياين كوم شكاير الصنايعية,1
 @E: الاهلاوية اللي بتفهم يا ساكتين يا بيسفوا علي نفسهم. اما الهرايين يستاهلوا حرق دمهم #معروفة,1
" @E: آمنة دي تبقا أمك يا دندرواي يا متحرش .. <>اسرائيل آمنة ومستقرة ومزدهرة لان معندهاش "" اخوان "" <>لكن عندهم ""صهاينة"" قتلة الاطفال وم…",1
يا اليمني يا قحبه يا فاسد استغلالك لدين و فساد باسم الدين و استغلالك المصائب كنك فرد من ذا الوطن و من ذا الشئن بتدفع قذثمن غلطاتك بالغالي و عند رجلي تجاهلي لعبد مثلك ما يعني عجزي عنه و سلمان الي تقوى و تعشم فيه هو يعرف اني مب بحاجته و يطيع و ستغل المكان لو ما هو,1
يا سباك يا حححمار غير سانوغو المزهريه,1
@E @E طيب هو دخل امريكا كام من الضرايب .. و لا دخل ألمانيا كام من الضرايب .... انت ببساطة مركوب من الاخوان و بتردد كلامهم بجهل يا ابو جهل يا اما يسارجي معفن و برضة مركوب يا اما كُلجي و مركوب ... و الذُل في الارض ليك انت انا احنا لينا العز,1
@E @E @E الجوع هو ما أنتم فيه يا تعوسي يا كلب نصفكم يأكل من القمامة والنصف الباقي يجري وراء الضب في الصحاري قبح الله سعيك يا تعوسي يا شارب بول البعير,1
@E يا خاين يا بايع ارضك يا جاهل الدور على تميم وبعدين روح شوف والدتك واخواتك البنات اللي بيشتغلو خدم عند اليهود يا خاين مش عاوزة ااقول بيشتغلو ايه كمان عشان انا مصرية محترمة بلدي احسن منك ومن اهلك مليون مرة واحسن من قطرائيل اللي بتشتغل عندهم يا ,1
#الزمالكحسنيهاغادير يا جهلاوي يا حمار مشوفتش الهدف الصحيح الملغي لابراهيم حسن,1
@E هؤلاء خونة و انت يا فرنسا يا مجرمة لا تتدخلوا في شؤون السودانيين <>تسقط الحكومة العسكرية <>لم يسقط بعد <>لا لتدخل المجتمع الدولي,1
شكراً يا اتحاد شكراً يا كبير هزمتم صغير الرياض وحرمتوهم من الصداره ورجعت الصداره للهلال شكراً يا مونديالي 💛💙. ,1
معلش يا هلافيت يا بتوع الخمسة سهرناكم معانا,1
@E يا عبرية يا ايتها العاهرة فكي أسر مرتزقة حفتر ثم ادعي هذا الكذب,1
@E دبي هي الفيها تبطح يا متبطح يا قبيح، الجندي السوداني هو الرجل الوحيد الذي ثبت أمام الحوثي يا تافه، ولولاه لوصل الحوثي لدبي,1
القموا يا نصراوية يا عيال الكلب<>متصدر لا تكلمني <>صدارة بس صدارة بس 😭💙💙💙💙💙💙💙💙💙💙💙<> #الاتحادالنصر,1
 @E: @E وش رايك نغني لك اعنية شندق يا شندق يا شندق انتبه تحط راسك براس جمهور العالمي والله يخلونك مثل المجنون تكلم نف…,1
 @E: يعني الاهلي واقع ومفنس ومنهار تيجي انت وتكعبل نفسك يا مختل يا ابن كوم الاحابي ربنا ينتقم منك<>#ادعمجروس,1
@E @E @E @E علينا الدعاء وعلى الله الإجابة يا خنزير، يا الله يا جبار يا قهار في هذا اليوم المبارك اقصم ظهر آل سعود ودمر ملكهم واخزيهم وأتباعهم في الدارين!,1
 @E: #دستوركمباطلعلشان <>اه يا بلادنا يا تكية يا وسية<>سرقوكي بتوع العسكرية,1
@E @E يعني مرتضى حلو؟؟<>انها أشياء لا تشتري يا عزيزي يا تاخده كله يا تسيبه كله هتقولي هو اللي ينفع يبقي انت مؤيد للقذارة والسفالة والانحطاط الاخلاقي الغير موجود في اي مكان في العالم كله الا في الزمالك<>شوفت له فيديو قبل ماتش حس,1
@E سبحان الله من كثر اختلاط بالحيوانات صرت تجيد اصواتهم<>سمعني صياحك يا لقيط يا عبد الفرس انت ومن هم على شاكلتك,1
@E @E كان يقصد بالشقيقة الكبرى،وهو وجع الراس وايضا ، السعودية، بالافعى الكبرى<>لانه يعلم ان السعودية لا امان لها وانها دولة مستعمرة ارميكيا وبريطانيا<>وان ال سعود بقايا فضلات اليهود ليسوا الا عبيد لدى امريكا وبريطانيا<>رحم,1
@E انت شكو يا الهارب هذولا رجال نفتخر فيهم مو مثلك انت يا ذنب إيران يا عميل يا خسيس اذلف,1
 @E: كسم المصري وكسم الزمالك وكسم كل من له علاقه ببورسعيد والأهلي ركب الدوري يا شويه خولات يا دوري مفيهوش راجل,1
@E وين الانتصارات هذي يا كذاب يا دجال يا مرتزق يا عميل الإمارات..؟<>اسكه قول لي على انتصار واحد غير المؤامرة على البلاد<>من قاتل حتى وصل إلى الحديدة هي قوات جنوبية أما تارق حقك كان متخبي وراهم.,1
بمناسبة عيد الفصح اليهودى نحب نقول <>عم يا عم يا عم <>كسم ولاد العم,1
@E اه الي واخد منك البطوله يا بيضا الي انتي مبتشركيش فيها اصلا من ساعه ما كان الحكم بيصفر بايده يا بيضا يا هيجه يا باعت الخلايجه😂😂😂😂,1
@E @E كسمك يا كوز يا إسلامي يا قذر,1
@E @E باطل. باطل. باطل. السيسى الصهيونى الخاين باطل و جنودك ياسيسي يا فرعون يا طاغية باطل و دستورك باطل و نهايتك انت و جنودك الزبالة قربت انشالله,1
خخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخ فين التسلل او لمسة اليد يا عاهر يا مريض يلعن كسم انجولا و اللي بييجي منها,1
@E @E اقسم بالله سيدني و نيشمورا انتصروا لظلم الدوري السعودي سوى لنا ملخص معكم على الي تسوونه على مدى حياة الكره السعوديه هذاك جزء بسيط فقط من اللي تسوونه يا مغفلين يا افشل نادي وافشل جمهور وافشل اعلام امعات صدق ياسر القحطاني ❤️,1
@E يلا يا ابن الوسخه يا صهيونى يا كلب,1
@E هويتك الوطنيه خلنا نشوفها يا شيعي يا مثير للفتنه اتحداك تنزل بطاقتك يا ايراني يا خبيث,1
مبشجعش حد ف الدورى السعودى بس انتو يا اتحاد يا ولاد الوسخه بتتغلبو من طوب الارض طول الموسم و بتنافسو ع الهبوط جاين تضيعو الصداره من النصر لييييه دول غلابه والله ، <>بتقتلو متعه الكوره يا بهاااايم يا بهاااايم ,1
ابوصلاح الجاكي:<>ومن الحشاء الى الحبيلين ومنها الى العند<>لن يدوم بقائكم في الجنوب يا ابناء زايد يا حثالة الاعراب ويا رموز الدعارة<>#عامالحسم<>#قادمونفيالعامالخامس,1
" @E: @E "" هذا الهلال وهذي خلاقينه "" <>جميع حالات الضرب والركل والدعس ما شفناك يا مذيع يا مهني يا محترم .. تتجرأ وتنتقد لاعب و…",1
@E وتعال احكي لواحد مصري عن الخبر هادا بقولك صفقة قرن ايه يا عم انتا عبيط ولسة عايش في نظرية المؤامرة سينا أرضنا ومش هتتباع، انا متأكد لو صار هادا الاشي المصريين مش رح يعملو اشي لانه شباب الثورة يا محبوسين يا مهاجرين يا مقتولين,1
احمد السلعاوي ابو شخة المعرص بتاع فرقة شراميط الباسكت بتوعهم امبارح كان منزلك بوست وعاملي فيها رئيس رابطة محبي الكيان<>كس امك يلا يا ابو شخة يا معرص.. ده انت بناديك كله متجوش في صابع رجل الحسيني حتى يا خول!!,1
@E وربنا شبه النسوان ومش اي نسوان انتي يا شاديه يا بيضه بيكلك ليه خليك ف12 حلال وسيب الخطيب المغتصب الحرامي فحاله يا روح امك بجد انتوا جمهور نسوان,1
@E @E موزة و الشاذ و قطر بنت الوسخة هم اللي موضوعين بالعار، يا ارهابيين يا اخوانجية يا اوساخ.,1
@E تفو عليك يا شيخ السلطان يا مبرر الدماء يا خادم العسكر,1
@E وضع البرشلوني وهو يحتفل ليلة على انغام افتحي يا وردة اغلقي يا وردة 😂 ,1
@E وين الرواتب يا سرق يا مرتزقه يا خوارج العصر يا عبيد ايران,1
يا آلسعود.. يا آل يهود.. اسمعوا هذه الرسالة!<>#شهداءالحق ,1
@E وينكم يا معتصمين يا سودانيين؟ روحوا اعتصموا على طريق المطار اوقفوا هذه الزيارات، هي مؤامرات لجز رؤوسكم وفض اعتصاماتكم بالقوة كرابعة في #مصر لا تسمحوا للافعى الاماراتية والحرباء السعودية تتامران على ثورتكم مع خنازير العسكر، انتم نايمن في الع,1
 @E: يا نصراوي يا فقراوي لازم تؤمن ان مكتوب عليك الشقى هذا قدرك حتى ولو فريقك فاز بالبطولة بتموت الف موته على ما تفرح هذا عادات وتق…,1
@E إلي يقولون هل كلام معروفين بالكويت يا اذناب ايران يا مخلفات الحراك قطيع الاخونچيه وهالنوعيه اشوفها اخطر شئ على الكويت,1
@E @E @E @E هههههههه اقول يالعبد جيب لك واحد ارجلك منك حطة رئيس عليك بعد ما عرفت انه فيه دول كثير تحكمها ملوك قلت لا انتي دولتك غير يا متخلف يا حاقد يا حاسد دولتك الاخوانيه صاحبه قطر الارهابيه وسلمتم جزيره سواكن لاردوغان يالعب,1
@E @E تخسي يا خدمي ، يا باقايا ، يا امعه ، يا منحط.,1
@E @E يوم تذكر المصعبي يا قروي يا مضيع اصلك حط ايدك على راسك طولا صبة قريش يا سدي <>بالله عليكم سمعتوا بقبيلة اسمها سدة<>😂😂😂😂😂😂 قروي مروح ونتطاول على من خلوك تتعلم القبيلة,1
@E @E من الى يمول الارهاب ياكاذب مو قطرائيل ليش ما تغرد ضد قطرائيل <>ولا شو يزلمه مابتزبط لأنك من رجال الصهيونى عزمى خساره <>الله يهلكم ترمون السعوديه بالاتهامات الكاذبه<>ولا تتكلموا على قطرائيل <>ليش لهدرجه بتخاف من عزمى الصهي,1
@E بس يا ابودتسة انت اسكت يا حصالة يا عرة تاريخ أفريقيا و العرب,1
@E @E ي غبي انت تقول المبارة انتهت 6 طيب اذا الاهلي انسحب كانت النتيجة النهائية 3-0 وكان الاهلي جات عليه عقوبات اعلاها شطب النادي و ادنادها الهبوط ولا شيء من هذه صار 😂😂😂<>بطّل كذب يا فقراري يا اللي بطولات الشلهوب اكثر من ناديك ✋,1
@E @E الزنجي الغدار يا الهولك كان صاحبي زمان هذا را في بينا حتي أدويه و عنادات عقله 😂 والله وحشني موت يا عبد العبيد يا ورق يا فلوس,1
@E @E حتدفعون يعني حتدفعون كلام كثير ما نبغي <>تدويل تحلمون يا اخونجية يا كلاب <>اللي بده يجي السعودية يدفع واللي ما يقدر اليتيم تبكي عليه امه<>سمعوني صياحكم يا حثالة يا منحطين يا اخونج يا خونه,1
@E اﻻخوان ضحكوا علينا فى مصر يا سمير يا طويل العمر<>ضحكوا علينا من سنة 52 الى اﻻن<>عسكر اﻻخوان هما اللى بيحكمونا يا سمير<>وللاسف الشعب المصرى مش فاهم,1
آسفين يا أهلاوية يا ولاد المتناكة سهرناكو معانا,1
@E @E كسمك لكسم امك لكسم اللي ميكسمش كسمك لكسم الهلال يا شوال يا ابن العرص ,1
@E هذا يا كذاب يا منافق يا سنفور اش كنت تقول عليه ولكن ماهي غريبة فيكفي مذمة انك هلالي ,1
@E يا ريتك ماكبرت يا فقري يا منوفي 😂,1
 @E: #جددلجروسمبروكالماتش<>اه يا زمالك يا هايجة يا بتاعة الخلايجة,1
